ID,Amt Requested,Amt Funded,Length,Monthly Pmt,Pmts to Date,State,Income,Open LoC,Total LoC,Employ,Purpose,FICO,Home,Utilization,Rate,D/I,Standing,Balance,Delinquent,Months
179,21250,17050,60 months,461.17,3677.92,CA,6000,19,32,1,Consolidate Debt,660-680,Mortgage,65.90%,20.99%,21.63%,Currently paying,21401,0,28
180,6000,6000,36 months,213.24,2710.6,GA,3000,3,5,2,Consolidate Debt,681-715,Rent,99.70%,16.77%,14.47%,Currently paying,6782,0,
181,5000,5000,60 months,109.94,1961.46,CA,4166.67,5,14,7,small_business,716-750,Mortgage,38.90%,11.49%,2.64%,Currently paying,2604,0,25
182,10000,10000,36 months,354,2844.08,AR,2400,11,14,2,Consolidate Debt,660-680,Own,83.00%,16.49%,14.92%,Currently paying,9876,1,9
183,20000,20000,36 months,616.72,8631.98,Ill,8166.67,6,13,2,Other,751-780,Rent,13.50%,6.91%,0.92%,Currently paying,2023,0,
184,6000,6000,36 months,195.44,6105.36,OH,3500,5,18,10+,Other,681-715,Rent,86.80%,10.65%,9.43%,Paid,12851,0,
185,7000,7000,36 months,236.23,0,NY,5000,11,12,1,Consolidate Debt,681-715,Rent,59.40%,13.11%,15.28%,No payment due,5105,0,
186,7750,7750,36 months,269.69,268.73,CA,2333.33,10,20,10+,Consolidate Debt,660-680,Mortgage,71.40%,15.27%,18.09%,Currently paying,9047,2,20
187,8500,8500,36 months,290.47,0,WV,5906.83,11,31,10+,Consolidate Debt,681-715,Mortgage,84.00%,13.99%,16.29%,No payment due,22920,1,15
188,15000,15000,36 months,469.36,1406.13,TX,10500,10,22,10+,Consolidate Debt,716-750,Mortgage,76.30%,7.90%,16.36%,Currently paying,36097,0,67
189,8400,8400,36 months,274.97,2468.52,PA,2333.33,6,14,2,Credit Card,681-715,Mortgage,63.40%,10.99%,16.80%,Currently paying,11599,0,41
190,22000,22000,60 months,497.09,992.12,MN,7638.58,7,22,6,Credit Card,716-750,Mortgage,64.10%,12.69%,11.98%,Currently paying,13726,0,
191,5000,5000,36 months,163.11,3089.4,Tex,3000,11,12,2,Other,681-715,Rent,19.70%,10.75%,10.00%,Currently paying,5317,0,
192,6000,6000,36 months,193.58,1156.14,MO,3900,8,18,5,Consolidate Debt,681-715,Mortgage,76.10%,9.99%,21.85%,Currently paying,7454,0,
193,10800,10800,36 months,328.71,0,IL,11666.67,6,21,10+,Consolidate Debt,781+,Mortgage,16.50%,6.03%,8.66%,Currently paying,9266,0,
194,7500,7500,36 months,251.75,5769.55,WA,3333.33,23,41,7,Consolidate Debt,681-715,Rent,17.20%,12.73%,9.84%,Currently paying,12420,0,
195,10000,9429.32,60 months,207.01,3306.56,CA,5416.67,12,23,5,Credit Card,716-750,Rent,44.70%,8.88%,18.78%,Currently paying,11673,0,
196,9000,9000,36 months,273.92,821.37,GA,2946,6,18,10+,Home Improvement,751-780,Mortgage,25.50%,6.03%,9.06%,Currently paying,8032,0,
197,6600,5600,36 months,215.55,7379.54,WV,6000,13,25,< 1,Credit Card,681-715,Mortgage,14.90%,10.83%,17.87%,Paid,5595,0,
198,1375,1375,36 months,42.4,1432.72,VA,3125,5,6,< 1,Credit Card,716-750,Rent,34.20%,6.91%,12.03%,Paid,6768,0,
199,1000,1000,36 months,34.8,104.4,CA,3166.67,3,9,6,Moving,681-715,Rent,95.30%,15.27%,23.75%,Currently paying,16298,0,
200,3500,3500,36 months,115.4,1035,CA,3583.33,14,38,5,Medical Expenses,681-715,Own,13.00%,11.49%,18.98%,Currently paying,1278,0,26
201,20000,20000,60 months,510.6,1018.12,FL,8750,8,18,9,Consolidate Debt,681-715,Rent,90.40%,18.25%,12.74%,Currently paying,14106,0,
202,19000,19000,60 months,548.8,0,MI,5416.67,6,18,9,Consolidate Debt,660-680,Own,97.80%,24.20%,18.04%,No payment due,35214,1,8
203,20000,20000,36 months,659.43,20191.73,CO,5833.33,7,18,10+,Other,716-750,Mortgage,95.90%,11.49%,12.33%,Paid,25413,0,38
204,22400,17318.81,36 months,635.33,5376.31,CA,3750,9,29,< 1,Credit Card,681-715,Rent,38.90%,14.72%,7.79%,Extremely late/charged off/default,15079,0,63
205,5500,5500,36 months,171.11,340.96,NY,6333.33,14,31,9,Consolidate Debt,716-750,Mortgage,56.30%,7.51%,21.65%,Currently paying,23659,0,
206,8500,8500,60 months,206.53,204.98,NY,3000,16,19,n/a,small_business,681-715,Rent,31.70%,15.96%,12.07%,Currently paying,9397,0,
207,9000,9000,36 months,294.61,1468.25,FL,8333.33,12,27,10+,Home Improvement,681-715,Mortgage,6.10%,10.99%,5.32%,Currently paying,36907,2,14
208,16000,16000,60 months,398.85,3977,PA,4000,8,33,10+,Consolidate Debt,660-680,Rent,76.90%,17.14%,20.82%,Currently paying,23826,0,40
209,14000,14000,36 months,465.81,0,UT,5583.33,10,13,8,Consolidate Debt,681-715,Mortgage,93.30%,12.12%,15.65%,No payment due,17065,0,
210,8000,8000,36 months,241.28,1925.6,CT,3500,12,26,10+,Home Improvement,751-780,Mortgage,33.50%,5.42%,7.80%,Currently paying,12200,0,
211,5600,5600,60 months,121.07,2298.43,Tex,5000,11,28,10+,Other,716-750,Mortgage,65.30%,10.75%,15.98%,Currently paying,20948,0,
212,3000,3000,36 months,105.4,1783.64,Tex,11666.67,6,10,2,Credit Card,660-680,Mortgage,96.10%,15.95%,6.73%,Currently paying,9323,0,49
213,10800,3725,36 months,347.27,12133.3,CA,6883.33,15,31,4,Educational Expenses,716-750,Rent,24.30%,9.76%,10.97%,Paid,8866,0,41
214,3800,3800,36 months,128.24,0,TX,5000,5,12,3,Credit Card,681-715,Rent,49.90%,13.11%,4.36%,No payment due,7927,0,
215,8400,8400,60 months,180.01,2150.64,NY,5833.33,10,30,2,Consolidate Debt,716-750,Own,25.30%,10.37%,15.69%,Currently paying,11429,0,
216,5000,5000,36 months,170.87,1362,NY,4000,12,14,3,Other,660-680,Rent,81.60%,13.99%,16.75%,Currently paying,14697,0,
217,10000,3700,36 months,319.47,10857.27,MD,4916.67,17,22,1,Consolidate Debt,751-780,Rent,5.70%,9.32%,11.02%,Paid,2710,0,
218,10000,10000,36 months,311.11,6520.08,NY,3750,19,49,3,Consolidate Debt,751-780,Rent,22.20%,7.51%,24.27%,Currently paying,13464,0,
219,9000,9000,36 months,278.46,6955,WI,8250,12,40,4,Consolidate Debt,781+,Mortgage,35.60%,7.14%,10.04%,Currently paying,17107,0,
220,6000,6000,60 months,128.61,2046.88,NY,2307.7,14,39,6,Major Appliance Purchase,781+,Rent,0.90%,10.38%,4.38%,Currently paying,197,0,
221,5100,5100,60 months,118.65,0,NM,2300,6,12,5,Wedding,681-715,Mortgage,44.20%,13.99%,22.13%,No payment due,3977,0,
222,10800,10800,36 months,352.25,2791.13,NC,2250,9,24,3,Consolidate Debt,681-715,Own,32.00%,10.74%,6.80%,Late,8880,2,4
223,22500,12725,60 months,310.2,14601.24,MD,3750,8,20,2,Home Improvement,751-780,Mortgage,43.90%,10.37%,12.00%,Paid,15011,0,
224,6000,6000,36 months,196.41,1565.44,FL,2400,7,10,4,Household Expenses,681-715,Rent,59.30%,10.99%,18.83%,Currently paying,5339,0,
225,7200,7200,36 months,246.85,5165.16,CA,6875,5,10,< 1,Other,660-680,Rent,42.40%,14.22%,2.02%,Currently paying,1399,1,18
226,8000,8000,36 months,275.72,5781.51,HI,3243.2,3,10,5,Wedding,681-715,Rent,3.40%,14.59%,8.39%,Currently paying,0,0,75
227,7500,7500,60 months,186.96,7607.69,AZ,8333.33,9,18,10+,Credit Card,681-715,Mortgage,96.90%,17.14%,22.52%,Paid,38646,0,
228,12000,12000,36 months,361.92,3248.28,WISC,2800,18,29,n/a,Consolidate Debt,751-780,Mortgage,17.90%,5.42%,21.43%,Currently paying,10805,0,
229,3500,3500,36 months,106.53,0,NY,3000,7,21,1,Other,751-780,Rent,28.70%,6.03%,15.33%,No payment due,1245,0,
230,4000,4000,36 months,124.45,618.15,GA,3333.33,10,26,10+,Consolidate Debt,716-750,Mortgage,49.60%,7.51%,23.91%,Currently paying,23145,0,
231,2500,2500,36 months,88.45,2029.29,CA,3166.67,2,5,1,Home Improvement,660-680,Rent,59.60%,16.45%,10.36%,Currently paying,417,1,15
232,14400,14400,36 months,457.25,913.84,NY,12500,12,38,< 1,Consolidate Debt,716-750,Own,55.00%,8.90%,14.85%,Currently paying,63864,0,
233,2750,2750,36 months,85.56,0,FL,2770.67,10,20,1,Consolidate Debt,716-750,Mortgage,48.10%,7.51%,19.56%,No payment due,8759,0,
234,3000,3000,36 months,97.33,1264.25,NV,4333,9,12,1,Other,660-680,Rent,51.20%,10.37%,3.25%,Currently paying,4879,0,60
235,9200,9200,36 months,304.96,5465.88,NY,5500,8,15,< 1,Consolidate Debt,681-715,Rent,51.70%,11.86%,10.09%,Currently paying,10280,1,4
236,24000,5850,36 months,841.76,30300.91,CA,6250,13,16,< 1,Consolidate Debt,660-680,Rent,77.30%,15.83%,15.38%,Paid,15222,2,9
237,8000,7021.99,36 months,242.62,3634.65,WA,7167,14,36,10+,Other,751-780,Mortgage,45.10%,5.79%,11.36%,Currently paying,37396,0,
238,4000,4000,60 months,86.95,779.4,OH,5900,10,26,8,Wedding,716-750,Rent,14.20%,10.99%,6.05%,Currently paying,1366,0,41
239,6000,6000,36 months,207.87,7369.95,TX,6125,12,26,7,Wedding,660-680,Rent,82.90%,14.96%,17.31%,Paid,14417,0,
240,10800,10732.02,36 months,366.86,13091.71,NJ,4583.33,9,23,2,Consolidate Debt,681-715,Rent,70.60%,13.57%,19.85%,Paid,12207,0,
241,8000,8000,36 months,248.89,1242.35,CA,4250,5,32,10+,Consolidate Debt,716-750,Mortgage,68.20%,7.51%,12.54%,Currently paying,50805,0,
242,25000,25000,60 months,617.16,7989.02,TX,7258.33,16,23,10+,Credit Card,681-715,Mortgage,60.30%,16.69%,18.39%,Currently paying,26007,0,
243,16000,16000,36 months,497.63,2982.6,NY,6666.67,15,22,5,Credit Card,716-750,Rent,59.70%,7.49%,11.54%,Currently paying,24177,0,
244,2500,2500,36 months,78.21,2651.99,VA,4550,9,10,2,Car Loan,716-750,Rent,12.00%,7.88%,6.26%,Paid,649,0,
245,13000,13000,36 months,406.66,7714.38,NY,4750,8,26,4,Major Appliance Purchase,751-780,Mortgage,11.90%,7.88%,11.96%,Currently paying,5558,0,45
246,8400,8400,36 months,285.02,568.54,NJ,3333,11,20,10+,Consolidate Debt,660-680,Own,79.70%,13.49%,19.35%,Currently paying,6851,0,27
247,10000,10000,36 months,319.47,10502.13,CA,16583.33,11,30,10+,Credit Card,781+,Mortgage,3.30%,9.32%,8.36%,Paid,144723,0,
248,3500,3500,36 months,112.92,673.74,MD,5000,6,6,2,Consolidate Debt,681-715,Mortgage,66.30%,9.99%,6.16%,Currently paying,2848,0,
249,10000,10000,36 months,341.73,2044.86,OK,3200,4,16,5,Consolidate Debt,681-715,Own,67.50%,13.99%,10.03%,Currently paying,6748,0,57
250,12000,12000,36 months,372.12,4459.8,AZ,5083.33,5,14,9,Credit Card,716-750,Mortgage,48.90%,7.29%,5.08%,Currently paying,12653,0,
251,24000,14692.84,36 months,792.33,26138.31,VA,7383,8,24,3,Credit Card,751-780,Rent,32.30%,11.58%,22.69%,Currently paying,27806,0,
252,18825,18825,60 months,416,2239.29,NC,5000,14,32,3,Consolidate Debt,716-750,Mortgage,59.00%,11.71%,21.98%,Currently paying,21358,0,
253,20500,4100,36 months,671.44,8189.47,TX,3200,20,29,2,Consolidate Debt,716-750,Rent,32.30%,11.03%,15.72%,Extremely late/charged off/default,31566,0,0
254,15000,15000,36 months,508.87,11667.67,NY,3151.5,9,18,5,Consolidate Debt,681-715,Rent,54.70%,13.48%,8.25%,Currently paying,16753,0,
255,26000,26000,60 months,591.45,4133.36,CA,7083.33,12,29,3,Consolidate Debt,716-750,Rent,66.90%,12.99%,17.96%,No payment due,44355,0,
256,13000,12386.24,36 months,431.14,15263.54,MS,4669.17,7,20,10+,Consolidate Debt,716-750,Mortgage,64.40%,11.89%,20.11%,Paid,12755,0,
257,5000,5000,36 months,171.55,0,CA,5208.33,9,25,9,Consolidate Debt,681-715,Rent,96.60%,14.27%,18.41%,Currently paying,18055,0,
258,12250,12250,36 months,381.96,4941.95,AZ,8500,10,14,4,Home Improvement,716-750,Mortgage,29.00%,7.66%,10.86%,Currently paying,6168,0,
259,2700,2700,36 months,91.62,364.96,NY,2917,4,11,2,Other,660-680,Rent,80.40%,13.49%,13.54%,Currently paying,884,0,35
260,2600,2600,36 months,92.4,1102.44,CA,3166.67,9,12,1,Credit Card,660-680,Rent,99.80%,16.77%,14.18%,Currently paying,9481,0,
261,15000,2966.66,36 months,516.32,18613.09,NY,5416.67,21,34,1,Consolidate Debt,660-680,Mortgage,63.90%,14.50%,15.60%,Paid,9080,0,61
262,5000,5000,60 months,124.43,2000.46,CA,2208.33,2,4,4,Consolidate Debt,681-715,Rent,0.00%,17.06%,0.00%,Currently paying,0,1,11
263,8400,8400,36 months,303.64,0,CA,2250,12,15,4,Consolidate Debt,660-680,Rent,93.30%,17.99%,19.37%,No payment due,9797,1,19
264,14000,14000,36 months,426.1,2129.85,NJ,6250,21,43,10+,Consolidate Debt,751-780,Rent,11.50%,6.03%,12.13%,Currently paying,3024,0,
265,10500,10500,60 months,259.21,3360.89,CA,5000,4,9,6,Car Loan,681-715,Mortgage,98.40%,16.69%,2.64%,Currently paying,3541,0,
266,1000,1000,36 months,30.88,546.8,KY,3416.67,6,12,< 1,Wedding,716-750,Own,0.00%,6.99%,8.08%,Currently paying,0,0,
267,12800,12800,60 months,316.54,1259.8,Tex,6809,7,23,9,Home Improvement,681-715,Mortgage,75.40%,16.77%,14.22%,Currently paying,905,1,15
268,3000,3000,36 months,96.29,3156.07,OR,4750,10,22,< 1,Other,716-750,Mortgage,4.30%,9.63%,8.21%,Paid,2239,0,43
269,28000,28000,36 months,926.13,924.67,CA,14583.33,8,34,4,Home Improvement,716-750,Mortgage,69.50%,11.71%,8.37%,Currently paying,15650,0,81
270,21600,21600,36 months,736.65,24714.49,MD,6437.33,12,34,10+,Consolidate Debt,681-715,Mortgage,79.80%,13.85%,17.48%,Paid,32472,0,43
271,12000,12000,60 months,271.14,1082.64,GA,6583.33,9,25,2,Consolidate Debt,681-715,Rent,61.90%,12.69%,14.84%,Currently paying,22849,0,28
272,14000,14000,36 months,480.33,1439.25,TX,7166.67,11,22,5,Consolidate Debt,660-680,Mortgage,62.80%,14.27%,8.86%,Currently paying,17395,0,47
273,20000,20000,36 months,683.36,12275.82,NY,8333.33,7,20,< 1,Consolidate Debt,681-715,Rent,79.50%,13.98%,6.60%,Currently paying,34279,0,
274,5000,5000,36 months,153.52,459.81,NJ,6666.67,8,14,4,Car Loan,751-780,Rent,3.40%,6.62%,0.81%,Currently paying,830,1,12
275,8800,8800,60 months,177.01,1944.03,PA,4000,9,21,3,Home Improvement,751-780,Mortgage,6.60%,7.66%,11.10%,Currently paying,1519,0,
276,20000,20000,36 months,682.08,24005.12,NY,5833.33,12,20,2,Consolidate Debt,681-715,Rent,28.90%,13.85%,8.16%,Paid,3153,0,30
277,5200,5200,36 months,171.46,1711,WA,6760,6,16,5,Wedding,681-715,Mortgage,80.80%,11.49%,18.43%,Currently paying,41639,0,
278,7000,7000,36 months,219.04,218.69,MA,4333.33,8,53,n/a,Household Expenses,716-750,Mortgage,3.10%,7.90%,1.04%,Currently paying,833,0,24
279,5000,5000,36 months,165.74,3134.43,CA,5633,4,6,2,Other,716-750,Rent,44.90%,11.86%,9.55%,Currently paying,5257,0,
280,10000,10000,36 months,337.23,3364.4,CT,17000,17,26,6,Home Improvement,660-680,Mortgage,67.80%,13.06%,18.11%,Currently paying,43128,0,
281,16350,16350,36 months,511.6,511.27,MN,4541.67,7,22,9,Credit Card,716-750,Own,80.70%,7.90%,25.03%,Currently paying,25731,0,
282,14500,14500,60 months,342.3,1026.66,MD,7340,7,18,9,Consolidate Debt,716-750,Mortgage,87.60%,14.65%,19.30%,No payment due,29435,0,
283,5400,5400,36 months,177.08,5545.86,NY,3333.33,4,9,2,Home Improvement,681-715,Rent,95.40%,11.11%,3.63%,Paid,5343,0,
284,10000,10000,36 months,325.45,2273.18,CA,6900,4,21,4,Credit Card,716-750,Rent,75.10%,10.59%,6.43%,Currently paying,8534,0,
285,8000,8000,36 months,243.49,973.44,AZ,6478,12,49,n/a,Other,751-780,Mortgage,13.60%,6.03%,6.07%,Currently paying,4182,0,
286,30000,30000,36 months,912.53,5474.82,CA,10916.67,12,43,< 1,Car Loan,751-780,Rent,5.60%,5.99%,16.28%,Currently paying,3027,0,
287,15000,15000,36 months,484.01,5792.16,VA,8010.01,14,29,n/a,Consolidate Debt,781+,Mortgage,19.90%,10.00%,3.81%,Currently paying,12869,0,
288,7000,7000,36 months,225.09,0,LA,2916.67,8,15,1,Consolidate Debt,681-715,Own,49.90%,9.76%,21.84%,No payment due,6736,0,
289,4000,4000,36 months,121.67,973.04,CA,7916.67,8,13,6,Consolidate Debt,716-750,Mortgage,2.90%,5.99%,7.57%,Currently paying,1139,0,
290,20000,11929.56,36 months,663.28,10588.8,NJ,4008.33,14,42,1,small_business,781+,Mortgage,0.20%,11.89%,10.55%,Extremely late/charged off/default,53287,0,43
291,25000,7270.67,36 months,803.87,28938.67,SC,16666.67,6,8,5,Other,751-780,Mortgage,0.00%,9.76%,4.95%,Paid,54392,0,0
292,4500,4500,36 months,142.89,142.53,MO,9445.75,10,27,10+,Other,716-750,Mortgage,83.50%,8.90%,15.05%,Currently paying,52830,0,
293,9600,9600,36 months,326.1,11265.7,Tex,5000,7,14,7,Other,681-715,Rent,47.00%,13.57%,13.20%,Paid,9164,0,60
294,16000,16000,36 months,542.43,7367.31,FL,8333.33,23,46,1,Consolidate Debt,716-750,Mortgage,13.80%,13.43%,21.90%,Currently paying,14785,0,
295,1000,1000,36 months,30.16,240.4,FL,3666.67,9,27,10+,Other,751-780,Rent,23.10%,5.42%,15.55%,Currently paying,3121,0,
296,21000,10675,60 months,559.89,1117.52,CO,5833.33,17,25,10+,Credit Card,660-680,Rent,70.70%,20.30%,23.21%,Currently paying,12508,0,
297,18000,18000,36 months,601.48,1201.08,IL,4166.67,11,19,1,Consolidate Debt,681-715,Rent,73.20%,12.42%,23.45%,Currently paying,18741,0,
298,15000,9582.13,36 months,522.7,18816.19,CA,10250,11,16,5,Consolidate Debt,660-680,Mortgage,72.60%,15.37%,6.52%,Paid,92391,0,30
299,9600,9600,36 months,331.15,993.27,CA,5000,13,28,< 1,Consolidate Debt,660-680,Rent,70.40%,14.65%,8.24%,Currently paying,6725,0,37
300,6000,6000,36 months,185.64,6438.91,OH,1333.33,8,18,< 1,Consolidate Debt,751-780,Mortgage,27.00%,7.14%,7.65%,Paid,6657,0,
301,9000,9000,36 months,307.24,10835.14,Tex,2500,6,7,< 1,Consolidate Debt,681-715,Rent,59.30%,13.92%,12.04%,Paid,7171,0,
302,7500,7500,36 months,233.72,0,CA,6166.67,8,23,10+,Medical Expenses,716-750,Mortgage,78.70%,7.62%,12.06%,No payment due,17545,0,
303,14275,3952.66,36 months,456.94,16449.72,CA,11250,5,20,10+,Credit Card,716-750,Rent,56.00%,9.45%,11.18%,Paid,11188,0,55
304,25000,25000,36 months,843.08,10101.6,NY,10374.97,4,9,3,Consolidate Debt,716-750,Rent,60.20%,13.06%,1.97%,Currently paying,14150,0,
305,8600,8600,36 months,261.75,1308.2,CA,4477,8,14,7,Consolidate Debt,751-780,Mortgage,33.80%,6.03%,13.89%,Currently paying,3314,0,
306,2000,2000,36 months,63.13,564.3,NC,2400,3,5,3,Wedding,751-780,Rent,0.00%,8.49%,0.00%,Currently paying,0,0,
307,1000,1000,36 months,33.93,1172.13,LA,7333.33,10,21,2,Major Appliance Purchase,660-680,Mortgage,93.60%,13.48%,10.34%,Paid,30435,0,
308,3200,3200,36 months,100.1,1598.24,KY,2958,6,10,2,Major Appliance Purchase,716-750,Rent,13.30%,7.88%,3.85%,Currently paying,1101,0,35
309,5000,5000,36 months,164.85,4935.9,CT,8750,9,35,< 1,Home Improvement,681-715,Mortgage,79.70%,11.48%,15.55%,Currently paying,29097,0,
310,2000,2000,36 months,72.61,2297.61,MI,1666.67,3,15,n/a,Consolidate Debt,660-680,Rent,98.10%,18.30%,3.48%,Paid,1471,0,
311,8000,8000,60 months,175.91,3331.84,CA,5000,10,26,4,Credit Card,716-750,Rent,23.80%,11.49%,14.98%,Currently paying,3089,0,
312,3500,3500,60 months,73.72,1023.68,KY,1666.67,9,10,< 1,Major Appliance Purchase,716-750,Own,8.30%,9.62%,10.98%,Currently paying,3054,0,
313,10000,10000,60 months,253.56,3538.27,PA,8250,12,30,1,Other,660-680,Mortgage,35.00%,17.93%,4.07%,Late,4621,0,27
314,25000,10200,60 months,358.18,6084.13,MD,9648,12,30,< 1,Credit Card,716-750,Mortgage,66.00%,13.98%,24.81%,Currently paying,69139,1,7
315,12000,7130.82,36 months,396.17,14260.42,CA,6225.57,9,27,4,Consolidate Debt,716-750,Rent,42.70%,11.58%,3.53%,Paid,9826,0,
316,20000,20000,36 months,662.68,23619.84,CA,6000,8,13,5,Consolidate Debt,716-750,Rent,28.60%,11.83%,13.80%,Paid,15968,0,
317,35000,22975,36 months,807.62,6443.44,DC,8166.67,6,22,< 1,Consolidate Debt,681-715,Mortgage,79.00%,15.99%,10.51%,Currently paying,24678,0,58
318,8400,8400,60 months,197.47,2947.95,CA,5083.33,6,26,3,Credit Card,681-715,Rent,74.20%,14.46%,17.61%,Currently paying,9857,0,35
319,2400,2400,36 months,78.28,0,SC,6666.67,5,13,10+,Home Improvement,716-750,Mortgage,93.60%,10.74%,2.13%,No payment due,3933,0,51
320,25000,25000,60 months,564.74,5626.4,NY,9833,4,14,7,Home Improvement,716-750,Mortgage,45.80%,12.68%,7.26%,Currently paying,23800,0,40
321,3000,3000,36 months,104.91,419.4,CT,4333,4,5,< 1,Other,660-680,Rent,66.80%,15.62%,9.65%,Extremely late/charged off/default,334,0,
322,1000,1000,36 months,31.95,1149.69,MA,5583,9,23,10+,Consolidate Debt,716-750,Mortgage,51.20%,9.32%,21.19%,Paid,22930,0,44
323,9500,8428.34,36 months,292.95,10138.13,FL,3250,4,43,10+,Consolidate Debt,716-750,Mortgage,31.40%,6.91%,16.52%,Paid,723,0,
324,1500,1500,36 months,46.67,1069.73,WA,3750,6,11,n/a,Other,716-750,Rent,42.80%,7.51%,17.12%,Currently paying,5393,0,
325,7200,7200,36 months,231.92,7373.45,FL,3333.33,7,8,1,Consolidate Debt,716-750,Rent,47.70%,9.88%,5.73%,Paid,7672,0,
326,25000,25000,60 months,634.7,0,TX,5500,12,31,4,Consolidate Debt,716-750,Own,41.80%,17.99%,18.80%,No payment due,24322,0,
327,16000,16000,36 months,580.45,1579.8,CA,10000,3,39,10+,Credit Card,660-680,Rent,52.30%,18.25%,12.73%,Currently paying,575,0,34
328,35000,34250,36 months,1137.43,7961.17,TX,6666.67,12,32,< 1,Credit Card,716-750,Rent,65.20%,11.99%,22.08%,Currently paying,45433,0,
329,12000,12000,36 months,399.9,5984.55,DE,4500,7,17,5,Consolidate Debt,681-715,Mortgage,82.90%,12.23%,9.93%,Currently paying,15010,0,28
330,1000,1000,36 months,31.01,309.4,TX,2750,6,17,< 1,Major Appliance Purchase,716-750,Rent,81.30%,7.29%,11.89%,Currently paying,813,0,
331,10000,10000,36 months,334.67,9512.16,FL,15916.67,16,54,1,Educational Expenses,681-715,Mortgage,2.50%,12.53%,12.20%,Currently paying,444,0,49
332,12000,12000,60 months,257.16,2813.14,NV,4916.67,7,30,3,Consolidate Debt,716-750,Mortgage,38.80%,10.37%,16.23%,Currently paying,14865,0,
333,10800,10800,60 months,252.25,3269.24,OH,2750,7,17,4,Consolidate Debt,681-715,Rent,76.60%,14.17%,20.00%,Currently paying,12867,0,
334,6000,6000,36 months,194.62,3110.88,OH,3100,9,17,1,Credit Card,681-715,Mortgage,21.20%,10.36%,11.61%,Currently paying,5744,0,
335,8500,8500,36 months,258.71,0,VT,6000,12,32,10+,Consolidate Debt,751-780,Own,36.00%,6.03%,11.92%,No payment due,9336,0,
336,12000,12000,36 months,396.92,395.86,NJ,6833.33,8,8,7,Consolidate Debt,681-715,Rent,89.30%,11.71%,11.40%,Currently paying,8573,0,
337,25000,21600,60 months,491.36,2926.74,Ill,8056.83,8,16,10+,Other,781+,Mortgage,0.00%,12.99%,4.70%,Currently paying,0,0,
338,8000,4975,36 months,266.52,8152.07,OH,2916.67,6,8,1,small_business,716-750,Rent,36.80%,12.21%,1.30%,Paid,2722,0,
339,10000,4860.39,36 months,334.67,6488.06,GA,2833,8,18,4,Medical Expenses,681-715,Rent,72.60%,12.53%,22.56%,Extremely late/charged off/default,18212,0,
340,6200,6200,36 months,207.98,620.19,NY,3333.33,11,18,2,Consolidate Debt,660-680,Rent,73.40%,12.69%,9.72%,Currently paying,10054,0,
341,15600,15600,36 months,523.3,2087.88,CA,7500,8,18,10+,Other,681-715,Rent,49.30%,12.69%,3.61%,Currently paying,9324,0,45
342,6000,6000,36 months,208.79,624.63,VA,5500,9,37,10+,Other,660-680,Mortgage,11.60%,15.27%,23.38%,Currently paying,1297,0,35
343,24000,24000,36 months,807.2,28512.34,GA,6666.67,9,17,< 1,Moving,716-750,Own,24.60%,12.87%,10.00%,Paid,9715,0,
